instruction,input,response
Quel joueur a été désigné meilleur joueur offensif du Major d'Hiver 2023 ?,Major d'Hiver 2023,Vatira a été désigné meilleur joueur offensif du Major d'Hiver 2023.
Quelle équipe a remporté un titre Regional Europe durant le split d'Automne en Octobre 2022 ?,"split d'Automne, Octobre 2022",La nouvelle équipe de la KCorp a remporté un titre Regional Europe durant le split d'Automne en Octobre 2022.
Quelle équipe a remporté un titre Major en avril 2023 ?,9 avril 2023,La KCorp a remporté un titre Major en avril 2023.
Quelle place a fini l'équipe Karmine Corp aux Worlds ?,aucune,"La Karmine Corp a fini à la quatrième place aux Worlds.

-"
Qui a été désigné meilleur joueur européen de la saison ?,aucune,"Vatira a été désigné meilleur joueur européen de la saison.

-"
Qui a été désigné meilleur joueur défensif lors des mondiaux ?,aucune,"Vatira a été désigné meilleur joueur défensif lors des mondiaux.

-"
Quand la séparation de l'équipe Karmine Corp a-t-elle été officialisée ?,aucune,"La séparation de l'équipe Karmine Corp a été officialisée le 25 Octobre.

-"
Qui sont les membres qui ont quitté l'équipe Karmine Corp lors de la séparation ?,"Eversax, Itachi, Exotiik","Les membres qui ont quitté l'équipe Karmine Corp lors de la séparation sont Eversax, Itachi et Exotiik."
Qui est devenu le nouveau coach de la Karmine en octobre 2023 ?,date (27 octobre 2023),Victor « Ferra » Francal
Quels joueurs ont rejoint la Karmine pour les Flip & Spin à la Paris Games Week 2023 ?,tournoi (Paris Games Week 2023),Rise et Noly
Quels joueurs ont été officialisés pour compléter l'équipe de la Karmine en décembre 2023 ?,date (2 décembre 2023),Rise et Atow
Quelles victoires consécutives la Karmine a-t-elle remportées en Europe en février et mars 2024 ?,"dates (11 et 25 février, 10 mars 2024)",les 3 Open Qualifier d'Europe
Quelle place la Karmine a-t-elle obtenue au Major de Copenhague ?,tournoi (Major de Copenhague),demi-finale
Quelle est la date du HereticsXP auquel la Karmine Corp a participé en pré-saison ?,,15 décembre 2023
Quel est le score du showmatch entre la Karmine Corp et la nouvelle équipe d'Heretics lors du HereticsXP ?,,13-7
Quand démarre la nouvelle saison VCT en 2024 ?,,février 2024
Combien d'équipes se battent pour obtenir une place qualificative pour les Masters de Madrid lors du tournoi Kickoff ?,,11 équipes
Quelle équipe remporte le tournoi Kickoff et se qualifie pour les Masters de Madrid ?,,Karmine Corp
Contre quelle équipe la Karmine Corp remporte-t-elle sa première victoire aux Masters de Madrid ?,,FPX
Contre quelles équipes la Karmine Corp perd-elle aux Masters de Madrid ?,,"Sentinels, Paper Rex"
Quel est le bilan de la Karmine Corp aux Masters de Madrid en termes de victoires et de défaites ?,,"1 victoire (contre FPX), 2 défaites (contre Sentinels, Paper Rex)"
Quel est le résultat final de la Karmine Corp aux Masters de Madrid en termes de qualification pour les play-offs ?,,Ne permet pas d'accéder aux play-offs
Quels sont les événements physiques mentionnés dans le texte ?,,"Karmine Corp Xperience, Showmatch Aller KCORP VS KOI, Showmatch Retour KCORP VS KOI, LFL DAY'S, Finale European Masters"
Quelles sont les dates des événements mentionnés dans le texte ?,,"26 juillet 2021, 15 décembre 2021, 8 janvier 2022, 2 et 3 février 2022, 21 juin 2022, 16 février 2023, 5 et 6 juillet 2023, 8 septembre 2023, 16 septembre 2023, 7 et 8 février 2024"
Quels sont les pays où se déroulent les événements mentionnés dans le texte ?,,"France, Espagne"
Quels sont les lieux où se déroulent les événements mentionnés dans le texte ?,,"Palais des congrès de Paris, Palau Sant Jordi, Carrousel du Louvre, Palais des congrès de Nice, Palais omnisports de Paris-Bercy, La Seine musicale, Palais Nikaïa, Sud de France Arena, Paris la Défense Aréna"
Quelle est l'affluence maximale mentionnée pour un événement dans le texte ?,,28 000 personnes
Qui est le cofondateur et président-directeur général de la Karmine Corp ?,,Kamel « Kameto » Kebir
Qui est le cofondateur et directeur de la Karmine Corp ?,,Amine « Prime » Mekri
Qui est le directeur général délégué de la Karmine Corp ?,,Zouhaïr « Kotei » Darji
Qui est le Head of esports de la Karmine Corp ?,,Clément Laparra
Qui est le directeur artistique de la Karmine Corp ?,,Dhav « Dhav » Oza
Qui est le Lead Content Producer de la Karmine Corp ?,,Erwin Hamayada
Qui est le gestionnaire des médias sociaux de la Karmine Corp ?,,Amaury « Maul » Clerckx
Quel est le nom du toplaner de l'équipe League of Legends LEC de Karmine Corp ?,"LEC, Karmine Corp",Canna
Qui est le support de l'équipe League of Legends LEC de Karmine Corp ?,"LEC, Karmine Corp",Targamas
Quelle est la nationalité du midlaner de l'équipe League of Legends LFL de Karmine Corp Blue ?,"LFL, Karmine Corp Blue",Allemagne
Qui est l'ADC de l'équipe League of Legends LFL de Karmine Corp Blue ?,"LFL, Karmine Corp Blue",Caliste
Quelle est la date d'entrée du jungler de l'équipe League of Legends LEC de Karmine Corp ?,"LEC, Karmine Corp",17 avril 2024
Quel est le nom du Performance Coach de la France ?,Drapeau de la France,Soufiane Zahidi
Quels sont les noms des anciens joueurs de la Karmine Corp sur League of Legends ?,Anciens joueurs de la Karmine Corp sur League of Legends,"Zoelys, DenVoske, Jiizuke, White, Wao, Cinkrof, Skeanz, Kaori, whiteinn, Wao"
Quel est le rôle de Théo Le Scornec dans l'équipe ?,Zoelys,Support
Quelle est la date de fin de contrat de Cinkrof avec la Karmine Corp ?,Cinkrof,20 novembre 2023
Combien de matchs a joué Wao en tant que Toplaner pour la Karmine Corp ?,Wao,13 matchs
Quels sont les joueurs de l'équipe Teamfight Tactics et leur nationalité ?,,"- Emre Demirtas, nationalité française
    - Muhammed Canbaz, nationalité française
    - Christian Lüftner, nationalité allemande
    - Wet Jungler, nationalité allemande"
Quels sont les anciens joueurs de la Karmine Corp sur Trackmania et leur poste ?,,"- Bren, joueur
    - Otaaaq, joueur
    - DarkeR, joueur"
Quels sont les membres actuels de l'équipe Rocket League ?,,"Tristan Soyez, Axel Touret, Finlay Ferguson, Victor Francal, Jordi Nouvellet"
Quels sont les rôles des membres de l'équipe Rocket League ?,,"Joueur, Joueur, Joueur, Coach, Performance Coach"
Quelles sont les nationalités des membres de l'équipe Rocket League ?,,"Belgique, France, Angleterre, France, France"
Quels sont les noms des anciens joueurs de la Karmine Corp sur Rocket League ?,,"Benjamin Wagner, Brice Bigeard, Amine Benayachi, Joseph Kidd, Maëllo Ernst, Marc Bosch Plujà"
Quels sont les dates d'entrée des membres actuels de l'équipe Rocket League ?,,"2 décembre 2023, 2 octobre 2022, 2 décembre 2023, 2 décembre 2023, 19 janvier 2024"
Quelles sont les dates de départ des anciens joueurs de la Karmine Corp sur Rocket League ?,,"16 septembre 2023, 16 septembre 2023, 16 septembre 2023, 24 septembre 2022, 21 septembre 2022, 17 avril 2022"
Quels sont les membres de l'équipe Valorant VCT ?,,"Magnum (Martin Peňkov), Shin (Ryad Ensaad), marteen (Martin Pátek), N4RRATE (Marshall Massey), tomaszy (Tomás Machado), Engh (Andrey Sholokhov), ZE1SH (Ahmed El Sheikh), Youenn (Youenn Rocaboy)"
Quelles sont les nationalités des membres de l'équipe Valorant GC ?,,"France, Belgique, Russie, Turquie, Allemagne"
Qui est l'entraîneur principal de l'équipe Valorant GC ?,,LaAw (Mathieu Plantin)
Quel est le rôle de Fabkill au sein de l'équipe Valorant GC ?,,Performance Coach
Quels sont les anciens joueurs de la Karmine Corp sur Super Smash Bros. Ultimate ?,,"Kurama (alias Pedro Alonso Jr.), joueur, a travaillé du 21 janvier 2023 au 19 décembre 2023."
Qui sont les membres de l'équipe Fortnite et quel est leur rôle ?,,"- Malibuca (Danila Yakovenko) est joueur depuis le 9 mai 2024.
    - Merstach (Andrejs Piratovs) est joueur depuis le 9 mai 2024.
    - Veno (Harry Pearson) est joueur depuis le 11 mai 2024.
    - Swizzy (Egor Luciko) est joueur depuis le 11 mai 2024.
    - Anas (Anas El-Abd) est joueur depuis le 26 mai 2024.
    - Oslo (Philippe Carvalho) est coach depuis le 9 mai 2024."
Qui compose l'équipe Tekken 8 et quel est leur rôle ?,,JDCR (Kim Hyun-jin) est joueur depuis le 29 mai 2024.
Quels sont les membres de l'équipe Street Fighter 6 et quel est leur rôle ?,,Kilzyou (Kilyan Faucheux) est joueur depuis le 29 mai 2024.
Quels sont les titres remportés par l'équipe de la Karmine Corp dans League of Legends ?,,7 titres
Quels sont les titres remportés par l'équipe de la Karmine Corp dans Teamfight Tactics ?,,6 titres
Quels sont les titres remportés par l'équipe de la Karmine Corp dans Rocket League ?,,11 titres
Quels sont les titres remportés par l'équipe de la Karmine Corp au EMEA Masters en 2021 et 2022 ?,,Champion Printanier en 2021 et 2022
Quels sont les titres remportés par l'équipe de la Karmine Corp au EMEA Masters en 2021 et 2023 ?,,Champion Estival en 2021 et 2023
Quels sont les titres remportés par l'équipe de la Karmine Corp au LFL en 2021 et 2024 ?,,Champion Printanier en 2021 et 2024
Quels sont les titres remportés par l'équipe de la Karmine Corp au LFL en 2023 ?,,Champion Estival en 2023
Quel titre a remporté l'équipe de la Karmine Corp au World Championship en 2020 ?,,Champion Galaxies en 2020
Quel titre a remporté l'équipe de la Karmine Corp au Rising Legends (EMEA) en 2022 ?,,Champion G&G en 2022
Quel titre a remporté l'équipe de la Karmine Corp au Rising Legends (EMEA) en 2023 ?,,Champion MA! en 2023
Quel titre a remporté l'équipe de la Karmine Corp au Rising Legends (EMEA) en 2023 ?,,Champion MA! Golden Spatula Cup en 2023
Quel titre a remporté l'équipe de la Karmine Corp au HexLeague en 2022 ?,,Champion en 2022
Quel titre a remporté l'équipe de la Karmine Corp au Fresh Cup en 2022 ?,,Champion en 2022
Quel titre a remporté l'équipe de la Karmine Corp au RLCS Winter Split Major en 2023 ?,,Champion en 2023
Quel titre a remporté l'équipe de la Karmine Corp au RLCS Europe Regional en 2022 ?,,Vainqueur Fall Cup en 2022
Quels événements a remportés la personne en 2023 ?,Année 2023,"Winter Open, Winter Cup, Olympic Esports Week Showmatch, Flip & Spin, TMWT World Championship, Maji Mondays, XPEvo Cup"
Quels événements a remportés la personne en 2024 ?,Année 2024,"Open Qualifier #1, Open Qualifier #2, Open Qualifier #3, VCT EMEA Kickoff, VCT Game Changers EMEA Contenders, FNCS Major 2, FNCS Major 3: North America - Qualifier 1, FNCS Major 3 - Semi-Finals 2: Europe, ESL Europe Regional"
Quels jeux a remportés la personne en 2023 ?,Année 2023,"Trackmania, Super Smash Bros. Ultimate, Valorant"
Quels jeux a remportés la personne en 2024 ?,Année 2024,"Fortnite, Street Fighter 6"
Quels titres de champion doubles a remportés la personne ?,Année 2023,"Get On My Level, CIRQUE du CFL, Ultimate Fighting Arena"
Quels sont les titres remportés en 2024 dans le texte ?,,"Vainqueur C5S2 - Session 10, Vainqueur C5S3 - Session 1, Vainqueur C5S3 - Session 2: Europe, Vainqueur C5S3 - Week 4: North America, Vainqueur C5S3 - Week 3: Brazil, Vainqueur C5S3 - Week 3: North America, Vainqueur C5S3 - Week 4: North America, Vainqueur C5S3 - Week 5: Asia, Vainqueur Dzert Sandstorm, Vainqueur CPT World Warrior France-Monaco #2"
Quels sont les parcours notables de l'équipe dans League of Legends ?,,"Finaliste Estival de la LFL en 2021, Finaliste des LFL Finals en 2021, 3e/4e place lors de la Coupe de France en 2022, 5e/8e place lors de la Coupe de France en 2023"
Quelles sont les performances notables de l'équipe dans Teamfight Tactics ?,,"3e place lors des Dragonlands en 2022, 3e place du Split 1 en 2022"
Quelles sont les performances notables de l'équipe dans Rocket League ?,,"5e/8e place lors du Rocket League Championship Series 2022, 4e et 5e/8e places lors des RLCS - International LAN Major 2022, 3e/4e place lors du Rocket League Championship Series 2023, 3e place lors des RLCS - International LAN Major 1 2024"
Quelles sont les performances notables de l'équipe dans Valorant ?,,"3e/4e place au VRL France : Révolution, 4e place lors de la Lyon e-Sport 2022"
Quelle structure a le plus de participation en finale des Amazon European Masters ?,,League of Legends
Quelle structure est la plus titrée des Amazon European Masters ?,,League of Legends
Quelle structure est la seule à avoir remporté trois fois de suite les Amazon European Masters ?,,League of Legends
Quelle structure est la seule à s'être qualifiée trois fois de suite pour la finale des Amazon European Masters ?,,League of Legends
Quelle structure est la seule à avoir remporté deux fois de suite les Amazon European Masters ?,,League of Legends
Quelle structure est la seule à s'être qualifiée deux fois de suite pour la finale des Amazon European Masters ?,,League of Legends
Quel événement s'est déroulé en 2020 dans le jeu Teamfight Tactics ?,,Remporte le tout premier championnat du monde (Galaxies Championship) du jeu (2020)
"Quelle équipe a remporté les Masters européens de ""League of Legends"" ?",Aucune,"Karmine Corp

-"
Quel jeu a été mentionné dans l'article sur la Karmine Corp de BFMTV ?,Aucune,"Trackmania

-"
Qui a été interviewé dans l'article de Paul Arrivé sur L'Équipe en novembre 2020 ?,Aucune,"Kameto

-"
Quelle équipe a remporté le segment de printemps de la LFL en mars 2021 ?,Aucune,"Karmine Corp

-"
Quand a eu lieu la consultation de l'article sur la Karmine Corp dans La Provence ?,Aucune,7 mars 2024
Quelle est la date de publication de l'article sur MGG ?,MGG,18 octobre 2023
Où peut-on trouver l'article sur l'événement ultra réussi de KCX ?,KCX,Sur L'Équipe
Qui a écrit l'article sur le nouveau tour de force de la Karmine Corp à Bercy ?,Bercy,Paul Arrivé
"Quel est le titre de l'article sur Kameto, cofondateur de la Karmine Corp ?",Kameto,"« Kameto, cofondateur de la Karmine Corp : « La folie, je l'ai toujours » »"
"Quelle est la date à laquelle la Karmine Corp s'installera dans les ""Arènes de l'Agora"" à Evry ?",,En 2024
Quel est le nom du nouveau projet de la Karmine Corp pour trouver les talents de demain ?,,Karmine Blue Stars
